date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:17:59	57064/57064	---MCZ	200	added ('OK')	text/html	etag:W/%226127d2ff-dee8%22	https://trax.acrothemes.com/bootstrap-v5/index-flat.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/index-flat.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:00	73892/73892	---MCZ	200	added ('OK')	text/html	etag:W/%226127d302-120a4%22	https://trax.acrothemes.com/bootstrap-v5/index-innovative.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/index-innovative.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:00	79963/79963	---MCZ	200	added ('OK')	text/html	etag:W/%226127d306-1385b%22	https://trax.acrothemes.com/bootstrap-v5/index-one-page.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/index-one-page.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:00	74098/74098	---MCZ	200	added ('OK')	text/html	etag:W/%226127d2fa-12172%22	https://trax.acrothemes.com/bootstrap-v5/index-center-logo.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/index-center-logo.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:00	65922/65922	---MCZ	200	added ('OK')	text/html	etag:W/%226127d2fa-10182%22	https://trax.acrothemes.com/bootstrap-v5/index-bottom-nav.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/index-bottom-nav.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:00	68031/68031	---MCZ	200	added ('OK')	text/html	etag:W/%226127d301-109bf%22	https://trax.acrothemes.com/bootstrap-v5/index-gray.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/index-gray.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:01	18255/18255	---MCZ	200	added ('OK')	text/html	etag:W/%226127d307-474f%22	https://trax.acrothemes.com/bootstrap-v5/index-parallax.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/index-parallax.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:01	84901/84901	---MCZ	200	added ('OK')	text/html	etag:W/%226127d303-14ba5%22	https://trax.acrothemes.com/bootstrap-v5/index-interactive-classic.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/index-interactive-classic.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:01	116184/116184	---MCZ	200	added ('OK')	text/html	etag:W/%226127d2fe-1c5d8%22	https://trax.acrothemes.com/bootstrap-v5/index-design-studio.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/index-design-studio.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:02	61541/61541	---MCZ	200	added ('OK')	text/html	etag:W/%226127d308-f065%22	https://trax.acrothemes.com/bootstrap-v5/index-particles.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/index-particles.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:02	45225/45225	---MCZ	200	added ('OK')	text/html	etag:W/%226127d2ef-b0a9%22	https://trax.acrothemes.com/bootstrap-v5/about.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/about.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:02	38286/38286	---MCZ	200	added ('OK')	text/html	etag:W/%226127d30e-958e%22	https://trax.acrothemes.com/bootstrap-v5/services.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/services.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:02	40187/40187	---MCZ	200	added ('OK')	text/html	etag:W/%226127d311-9cfb%22	https://trax.acrothemes.com/bootstrap-v5/services-detail.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/services-detail.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:03	66460/66460	---MCZ	200	added ('OK')	text/html	etag:W/%226127d291-1039c%22	https://trax.acrothemes.com/bootstrap-v5/testimonial.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/testimonial.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:03	37057/37057	---MCZ	200	added ('OK')	text/html	etag:W/%226127e486-90c1%22	https://trax.acrothemes.com/bootstrap-v5/contact.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/contact.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:03	43718/43718	---MCZ	200	added ('OK')	text/html	etag:W/%226127d290-aac6%22	https://trax.acrothemes.com/bootstrap-v5/team.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/team.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:03	37404/37404	---MCZ	200	added ('OK')	text/html	etag:W/%226127d2f7-921c%22	https://trax.acrothemes.com/bootstrap-v5/gallery.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/gallery.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:04	43823/43823	---MCZ	200	added ('OK')	text/html	etag:W/%226127d2f8-ab2f%22	https://trax.acrothemes.com/bootstrap-v5/gallery-detail.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/gallery-detail.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:04	37352/37352	---MCZ	200	added ('OK')	text/html	etag:W/%226127d30e-91e8%22	https://trax.acrothemes.com/bootstrap-v5/pricing.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/pricing.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:04	30794/30794	---MCZ	200	added ('OK')	text/html	etag:W/%226127d2ee-784a%22	https://trax.acrothemes.com/bootstrap-v5/404.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/404.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:04	37566/37566	---MCZ	200	added ('OK')	text/html	etag:W/%226127d2f6-92be%22	https://trax.acrothemes.com/bootstrap-v5/faq.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/faq.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:05	34581/34581	---MCZ	200	added ('OK')	text/html	etag:W/%226127d2f3-8715%22	https://trax.acrothemes.com/bootstrap-v5/coming-soon.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/coming-soon.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:06	33796/33796	---MCZ	200	added ('OK')	text/html	etag:W/%226127d30e-8404%22	https://trax.acrothemes.com/bootstrap-v5/login.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/login.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:06	34630/34630	---MCZ	200	added ('OK')	text/html	etag:W/%226127d30e-8746%22	https://trax.acrothemes.com/bootstrap-v5/register.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/register.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:06	32524/32524	---MCZ	200	added ('OK')	text/html	etag:W/%226127d2f6-7f0c%22	https://trax.acrothemes.com/bootstrap-v5/forget-password.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/forget-password.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:07	36747/36747	---MCZ	200	added ('OK')	text/html	etag:W/%226127d28d-8f8b%22	https://trax.acrothemes.com/bootstrap-v5/support.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/support.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:07	39567/39567	---MCZ	200	added ('OK')	text/html	etag:W/%226127d311-9a8f%22	https://trax.acrothemes.com/bootstrap-v5/shop.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/shop.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:07	50346/50346	---MCZ	200	added ('OK')	text/html	etag:W/%226127d312-c4aa%22	https://trax.acrothemes.com/bootstrap-v5/shop-detail.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/shop-detail.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:07	36446/36446	---MCZ	200	added ('OK')	text/html	etag:W/%226127d312-8e5e%22	https://trax.acrothemes.com/bootstrap-v5/shop-cart.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/shop-cart.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:07	38363/38363	---MCZ	200	added ('OK')	text/html	etag:W/%226127d2f1-95db%22	https://trax.acrothemes.com/bootstrap-v5/blog-1.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/blog-1.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:08	38493/38493	---MCZ	200	added ('OK')	text/html	etag:W/%226127d2f1-965d%22	https://trax.acrothemes.com/bootstrap-v5/blog-2.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/blog-2.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:08	41390/41390	---MCZ	200	added ('OK')	text/html	etag:W/%226127d2f2-a1ae%22	https://trax.acrothemes.com/bootstrap-v5/blog-detail.html	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/blog-detail.html	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:10	116972/116972	---M--	200	added ('OK')	image/jpeg	etag:%226127d862-1c8ec%22	https://trax.acrothemes.com/bootstrap-v5/images/banner1-1.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/banner1-1.jpg	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:11	107209/107209	---M--	200	added ('OK')	image/jpeg	etag:%226127d862-1a2c9%22	https://trax.acrothemes.com/bootstrap-v5/images/banner1-2.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/banner1-2.jpg	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:11	200905/200905	---M--	200	added ('OK')	image/jpeg	etag:%226127d864-310c9%22	https://trax.acrothemes.com/bootstrap-v5/images/banner1-3.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/banner1-3.jpg	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:12	17315/17315	---M--	200	added ('OK')	image/jpeg	etag:%226127d912-43a3%22	https://trax.acrothemes.com/bootstrap-v5/images/iphone-slide-lock.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/iphone-slide-lock.jpg	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:12	201502/201502	---M--	200	added ('OK')	image/png	etag:%226127d859-3131e%22	https://trax.acrothemes.com/bootstrap-v5/images/awesome-feature.png	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/awesome-feature.png	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:13	49264/49264	---M--	200	added ('OK')	image/jpeg	etag:%226127d916-c070%22	https://trax.acrothemes.com/bootstrap-v5/images/iphone-slide3.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/iphone-slide3.jpg	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:13	61663/61663	---M--	200	added ('OK')	image/jpeg	etag:%226127d915-f0df%22	https://trax.acrothemes.com/bootstrap-v5/images/iphone-slide2.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/iphone-slide2.jpg	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:13	35973/35973	---M--	200	added ('OK')	image/png	etag:%226127d917-8c85%22	https://trax.acrothemes.com/bootstrap-v5/images/iphone.png	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/iphone.png	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:13	58955/58955	---M--	200	added ('OK')	image/jpeg	etag:%226127d915-e64b%22	https://trax.acrothemes.com/bootstrap-v5/images/iphone-slide1.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/iphone-slide1.jpg	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:14	20076/20076	---M--	200	added ('OK')	image/jpeg	etag:%226127d965-4e6c%22	https://trax.acrothemes.com/bootstrap-v5/images/team-1.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/team-1.jpg	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:14	29480/29480	---M--	200	added ('OK')	image/jpeg	etag:%226127d966-7328%22	https://trax.acrothemes.com/bootstrap-v5/images/team-2.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/team-2.jpg	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:14	22980/22980	---M--	200	added ('OK')	image/jpeg	etag:%226127d967-59c4%22	https://trax.acrothemes.com/bootstrap-v5/images/team-3.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/team-3.jpg	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:15	33724/33724	---M--	200	added ('OK')	image/jpeg	etag:%226127d968-83bc%22	https://trax.acrothemes.com/bootstrap-v5/images/team-4.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/team-4.jpg	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:15	6658/6658	---M--	200	added ('OK')	image/png	etag:%226127d91d-1a02%22	https://trax.acrothemes.com/bootstrap-v5/images/logo-1.png	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/logo-1.png	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:15	6658/6658	---M--	200	added ('OK')	image/png	etag:%226127d922-1a02%22	https://trax.acrothemes.com/bootstrap-v5/images/logo-2.png	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/logo-2.png	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:15	6658/6658	---M--	200	added ('OK')	image/png	etag:%226127d922-1a02%22	https://trax.acrothemes.com/bootstrap-v5/images/logo-3.png	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/logo-3.png	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:16	6658/6658	---M--	200	added ('OK')	image/png	etag:%226127d922-1a02%22	https://trax.acrothemes.com/bootstrap-v5/images/logo-4.png	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/logo-4.png	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:16	6658/6658	---M--	200	added ('OK')	image/png	etag:%226127d924-1a02%22	https://trax.acrothemes.com/bootstrap-v5/images/logo-5.png	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/logo-5.png	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:16	26706/26706	---M--	200	added ('OK')	image/jpeg	etag:%226127d968-6852%22	https://trax.acrothemes.com/bootstrap-v5/images/testimonial-1.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/testimonial-1.jpg	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:17	23757/23757	---M--	200	added ('OK')	image/jpeg	etag:%226127d969-5ccd%22	https://trax.acrothemes.com/bootstrap-v5/images/testimonial-2.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/testimonial-2.jpg	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:18	32909/32909	---M--	200	added ('OK')	image/jpeg	etag:%226127d96b-808d%22	https://trax.acrothemes.com/bootstrap-v5/images/testimonial-3.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/testimonial-3.jpg	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:18	23557/23557	---M--	200	added ('OK')	image/jpeg	etag:%226127d96b-5c05%22	https://trax.acrothemes.com/bootstrap-v5/images/testimonial-4.jpg	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/images/testimonial-4.jpg	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:19	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2c1-15d9d%22	https://trax.acrothemes.com/bootstrap-v5/js/jquery-3.6.0.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/jquery-3.6.0.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:19	19149/19149	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2ce-4acd%22	https://trax.acrothemes.com/bootstrap-v5/js/propper.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/propper.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:19	78420/78420	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2bd-13254%22	https://trax.acrothemes.com/bootstrap-v5/js/bootstrap.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/bootstrap.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:19	1266/1266	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2c1-4f2%22	https://trax.acrothemes.com/bootstrap-v5/js/jquery.appear.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/jquery.appear.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:20	44346/44346	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2cb-ad3a%22	https://trax.acrothemes.com/bootstrap-v5/js/owl.carousel.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/owl.carousel.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:20	2601/2601	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2c1-a29%22	https://trax.acrothemes.com/bootstrap-v5/js/jquery-countTo.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/jquery-countTo.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:20	714/714	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2cb-2ca%22	https://trax.acrothemes.com/bootstrap-v5/js/parallaxie.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/parallaxie.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:21	78605/78605	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2c4-1330d%22	https://trax.acrothemes.com/bootstrap-v5/js/jquery.cubeportfolio.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/jquery.cubeportfolio.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:21	68265/68265	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2c5-10aa9%22	https://trax.acrothemes.com/bootstrap-v5/js/jquery.fancybox.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/jquery.fancybox.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:21	46703/46703	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2cf-b66f%22	https://trax.acrothemes.com/bootstrap-v5/js/tooltipster.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/tooltipster.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:22	8473/8473	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2d1-2119%22	https://trax.acrothemes.com/bootstrap-v5/js/wow.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/wow.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:22	110419/110419	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2d5-1af53%22	https://trax.acrothemes.com/bootstrap-v5/js/revolution/jquery.themepunch.tools.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/revolution/jquery.themepunch.tools.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
17:18:23	64943/64943	---MCZ	200	added ('OK')	application/javascript	etag:W/%226127d2d5-fdaf%22	https://trax.acrothemes.com/bootstrap-v5/js/revolution/jquery.themepunch.revolution.min.js	C:/My%20Web%20Sites/Thonghor/trax.acrothemes.com/bootstrap-v5/js/revolution/jquery.themepunch.revolution.min.js	(from https://trax.acrothemes.com/bootstrap-v5/index.html)
